word,definition
posterior,located at or near or behind a part or near the end of a structure
hinder,located at or near the back of an animal
caudal,situated in or directed toward the part of the body from which the tail arises
retral,at or near or toward the posterior
dorsal,belonging to or on or near the back or upper surface of an animal or organ or part
ventral,toward or on or near the belly (front of a primate or lower surface of a lower animal)
appealable,capable of being appealed especially to a higher tribunal
appendaged,having an appendage
appetizing,appealing to or stimulating the appetite especially in appearance or aroma
appetising,appealing to or stimulating the appetite especially in appearance or aroma
savory,having a pleasant taste
savoury,having a pleasant taste
accessible,easy to get along with or talk to; friendly
offish,lacking cordiality; unfriendly
befitting,appropriate to
proper,"appropriate for a condition or purpose or occasion or a person's character, needs"
improper,not appropriate for a purpose or occasion
callable,subject to a demand for payment before due date
collect,payable by the recipient on delivery
payable,subject to or requiring payment especially as specified
delinquent,past due; not paid at the scheduled time
overdue,past due; not paid at the scheduled time
receivable,awaiting payment
on time,payable in installments within a designated period of time
repayable,subject to repayment
apropos,of an appropriate or pertinent nature
apposite,being of striking appropriateness and pertinence
pertinent,being of striking appropriateness and pertinence
malapropos,of an inappropriate or incorrectly applied nature
inapposite,of an inappropriate or misapplied nature
a priori,involving deductive reasoning from a general principle to a necessary effect; not supported by fact
apteral,having columns at one or both ends but not along the sides
porticoed,marked by columniation having free columns in porticoes either at both ends or at both sides of a structure
prostyle,marked by columniation having free columns in a portico only across the opening to the structure
peripteral,having columns on all sides
monopteral,having circular columniation
peristylar,having columniation completely circling an area of the structure
arbitrable,appropriate for or subject to settlement by arbitration
columned,having or resembling columns; having columns of a specified kind (often used as a combining form)
columnar,characterized by columns
columnar,having the form of a column
columnlike,having the form of a column
colonnaded,having a series of columns arranged at regular intervals
pillared,having pillars
uncolumned,not having columns
astylar,lacking columns or pillars
unpillared,lacking pillars
arboreal,inhabiting or frequenting trees
arboreous,inhabiting or frequenting trees
arenaceous,resembling or containing or abounding in sand; or growing in sandy areas
sandlike,resembling or containing or abounding in sand; or growing in sandy areas
clayey,resembling or containing clay
equipped,carrying weapons
weaponed,carrying weapons
unarmed,(used of persons or the military) not having or using arms
barehanded,with bare hands
weaponless,without a weapon
armored,protected by armor (used of persons or things military)
armoured,protected by armor (used of persons or things military)
armor-clad,covered with heavy steel
mail-clad,wearing protective mail
mailed,wearing protective mail
scaled,(used of armor) having overlapping metal plates attached to a leather backing
unarmored,(used of persons or things military) without protective armor
unarmoured,(used of persons or things military) without protective armor
barbed,having or covered with protective barbs or quills or spines or thorns or setae etc.
barbellate,having or covered with protective barbs or quills or spines or thorns or setae etc.
briary,having or covered with protective barbs or quills or spines or thorns or setae etc.
briery,having or covered with protective barbs or quills or spines or thorns or setae etc.
bristled,having or covered with protective barbs or quills or spines or thorns or setae etc.
bristly,having or covered with protective barbs or quills or spines or thorns or setae etc.
burred,having or covered with protective barbs or quills or spines or thorns or setae etc.
prickly,having or covered with protective barbs or quills or spines or thorns or setae etc.
setose,having or covered with protective barbs or quills or spines or thorns or setae etc.
