word,definition
plain,free from any effort to soften to disguise
clear,characterized by ease and quickness in perceiving
good,generally admired
fluid,in cash or easily convertible to cash
clear,clear and distinct to the senses; easily perceptible
crisp,(of something seen or heard) clearly defined
sharp,(of something seen or heard) clearly defined
foggy,indistinct or hazy in outline
dim,lacking clarity or distinctness
faint,lacking clarity or distinctness
vague,lacking clarity or distinctness
wispy,lacking clarity or distinctness
faint,indistinctly understood or felt or perceived
solid,acting together as a single undiversified whole
whole,acting together as a single undiversified whole
bossy,offensively self-assured or given to exercising usually unwarranted power
bowed,showing an excessively deferential manner
meek,evidencing little spirit or courage; overly submissive or compliant
wormy,totally submissive
under,"lower in rank, power, or authority"
hammy,affectedly dramatic; overacted
showy,displaying brilliance and virtuosity
stagy,having characteristics of the stage especially an artificial and mannered quality
drunk,stupefied or excited by a chemical substance (especially alcohol)
gone,stupefied or excited by a chemical substance (especially alcohol)
beery,smelling of beer
stiff,very drunk
tight,very drunk
wet,very drunk
potty,slightly intoxicated
tipsy,slightly intoxicated
doped,under the influence of narcotics
high,slightly and pleasantly intoxicated from alcohol or a drug (especially marijuana)
sober,not affected by a chemical substance (especially alcohol)
dry,practicing complete abstinence from alcoholic beverages
dull,not having a sharp edge or point
blunt,used of a knife or other blade; not sharp
sharp,having or made by a thin edge or sharp point; suitable for cutting or piercing
edged,having a cutting edge or especially an edge or edges as specified; often used in combination
keen,having a sharp cutting edge or point
sharp,keenly and painfully felt; as if caused by a sharp edge or point
acute,extremely sharp or severe
keen,painful as if caused by a sharp instrument
salt,(of speech) painful or bitter
dull,not keenly felt
alive,(often followed by ‘with’) full of life and spirit
peppy,marked by lively action
live,abounding with life and energy
warm,characterized by liveliness or excitement or disagreement
dull,lacking in liveliness or animation
arid,lacking vitality or spirit; lifeless
drab,lacking in liveliness or charm or surprise
heavy,lacking lightness or liveliness
eager,having or showing keen interest or intense desire or impatient expectancy
dying,eagerly desirous
hot,having or showing great eagerness or enthusiasm
eared,having ears (or appendages resembling ears) or having ears of a specified kind; often used in combination
early,at or near the beginning of a period of time or course of events or before the usual or expected time
proto,indicating the first or earliest or original
wee,very early
mid,used in combination to denote the middle
late,being or occurring at an advanced period of time or after a usual or expected time
ripe,far along in time
early,being or occurring at an early stage of development
new,(of crops) harvested at an early stage of development; before complete maturity
young,(of crops) harvested at an early stage of development; before complete maturity
crude,belonging to an early stage of technical development; characterized by simplicity and (often) crudeness
rude,belonging to an early stage of technical development; characterized by simplicity and (often) crudeness
late,at or toward an end or late period or stage of development
later,at or toward an end or late period or stage of development
early,of an early stage in the development of a language or literature
Old,of a very early stage in development
late,of a later stage in the development of a language or literature; used especially of dead languages
New,used of a living language; being the current stage in its development
New,in use after medieval times
easy,free from worry or anxiety
east,situated in or facing or moving toward the east
west,situated in or facing or moving toward the west
parve,containing no meat or milk (or their derivatives) and thus eatable with both meat and dairy dishes according to the dietary laws of Judaism
good,exerting force or influence
down,not functioning (temporarily or permanently)
dead,out of use or operation because of a fault or breakdown
hard,characterized by effort to the point of exhaustion; especially physical effort
heavy,characterized by effort to the point of exhaustion; especially physical effort
heavy,requiring or showing effort
firm,strong and sure
sharp,quick and forceful
wimpy,weak and ineffectual
live,elastic; rebounds readily
chewy,(of a consistency) requiring chewing
dead,lacking resilience or bounce
fine,characterized by elegance or refinement or accomplishment
legal,allowed by official rules
hokey,effusively or insincerely emotional
mushy,effusively or insincerely emotional
sappy,effusively or insincerely emotional
soppy,effusively or insincerely emotional
soupy,effusively or insincerely emotional
funky,(of jazz) having the soulful feeling of early blues
lyric,expressing deep emotion
moody,subject to sharply varying moods
dry,lacking warmth or emotional involvement
stoic,seeming unaffected by pleasure or pain; impassive
pure,concerned with theory and data rather than practice; opposed to applied
hired,having services engaged for a fee
fired,having lost your job
idle,not having a job
mired,entangled or hindered as if e.g. in mire
